beds,pages,pages-href,properties links,properties links-href,price,bedrooms,bathrooms,square footage,year,parking spaces,address,subdivision,postal code,type,condo fee,floor,Page id,Page id-href
,Link 155,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=358000&maximum_price=360000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3396515-609-10518-113-st-edmonton-alberta/,"$359,900",<strong>Bedrooms</strong><span>1,2,<strong>Square Footage</strong><span>926,<strong>Year Built</strong><span>2010,<strong>Parking Spaces</strong><span>1,# 609 10518 113 St,Queen Mary Park,T5H 0C6,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$286,2nd,,
,Link 155,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=358000&maximum_price=360000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3418726-301-10388-105-st-edmonton-alberta/,"$359,999",<strong>Bedrooms</strong><span>1,1,<strong>Square Footage</strong><span>667,<strong>Year Built</strong><span>2009,<strong>Parking Spaces</strong><span>1,# 301 10388 105 St,DOWNTOWN,T5J 0C2,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$303,null,,
,Link 155,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=358000&maximum_price=360000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3434197-1633-chapman-wy-edmonton-alberta/,"$360,000",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,426",<strong>Year Built</strong><span>2013,null,1633 Chapman Wy,CHAPELLE AREA,T6W 0Z2,<strong>Type</strong><span>Single Family,null,null,,
,Link 155,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=358000&maximum_price=360000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3429260-2603-49-st-edmonton-alberta/,"$359,999",<strong>Bedrooms</strong><span>4,3,"<strong>Square Footage</strong><span>1,184",<strong>Year Built</strong><span>1981,null,2603 49 St,WEINLOS,T6L 3W8,<strong>Type</strong><span>Single Family,null,null,,
,Link 155,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=358000&maximum_price=360000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3396499-608-10518-113-st-edmonton-alberta/,"$359,900",<strong>Bedrooms</strong><span>1,2,<strong>Square Footage</strong><span>926,<strong>Year Built</strong><span>2010,<strong>Parking Spaces</strong><span>1,# 608 10518 113 St,Queen Mary Park,T5H 0C6,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$286,2nd,,
,Link 155,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=358000&maximum_price=360000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3421826-17638-61a-st-nw-edmonton-alberta/,"$359,900",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,336",<strong>Year Built</strong><span>2015,<strong>Parking Spaces</strong><span>2,17638 61a St Nw,McConachie Area,T5Y 3N9,<strong>Type</strong><span>Single Family,null,null,,
,Link 155,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=358000&maximum_price=360000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3425088-7311-184-st-edmonton-alberta/,"$359,995",<strong>Bedrooms</strong><span>4,2,"<strong>Square Footage</strong><span>1,006",<strong>Year Built</strong><span>1982,<strong>Parking Spaces</strong><span>2,7311 184 St,LYMBURN,T5T 4A1,<strong>Type</strong><span>Single Family,null,null,,
,Link 156,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=360000&maximum_price=362000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3434073-17337-120-st-nw-edmonton-alberta/,"$361,900",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,361",<strong>Year Built</strong><span>2015,<strong>Parking Spaces</strong><span>2,17337 120 St Nw,Rapperswill,T5X 0K3,<strong>Type</strong><span>Single Family,null,null,,
,Link 156,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=360000&maximum_price=362000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3426873-13039-123a-av-edmonton-alberta/,"$360,500",<strong>Bedrooms</strong><span>3,2,"<strong>Square Footage</strong><span>1,528",<strong>Year Built</strong><span>1956,<strong>Parking Spaces</strong><span>4,13039 123a Av,SHERBROOKE,T5L 2Y8,<strong>Type</strong><span>Single Family,null,null,,
,Link 156,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=360000&maximum_price=362000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3426456-9218-scott-ln-nw-edmonton-alberta/,"$360,000",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,466",<strong>Year Built</strong><span>2006,<strong>Parking Spaces</strong><span>2,9218 Scott Ln Nw,SOUTH TERWILLEGAR,T6R 0E6,<strong>Type</strong><span>Single Family,null,null,,
,Link 156,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=360000&maximum_price=362000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3434109-6405-167-a-av-nw-edmonton-alberta/,"$360,900",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,477",<strong>Year Built</strong><span>2015,<strong>Parking Spaces</strong><span>2,6405 167 A Av Nw,McConachie Area,T5Y 3P8,<strong>Type</strong><span>Single Family,null,null,,
,Link 156,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=360000&maximum_price=362000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3430998-9124-119-av-edmonton-alberta/,"$360,000",<strong>Bedrooms</strong><span>6,3,"<strong>Square Footage</strong><span>1,153",<strong>Year Built</strong><span>1913,<strong>Parking Spaces</strong><span>3,9124 119 Av,ALBERTA AVENUE,T5B 0W9,<strong>Type</strong><span>Single Family,null,null,,
,Link 156,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=360000&maximum_price=362000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3436561-5811-85-av-edmonton-alberta/,"$361,900",<strong>Bedrooms</strong><span>5,2,"<strong>Square Footage</strong><span>1,122",<strong>Year Built</strong><span>1965,null,5811 85 Av,KENILWORTH,T6B 0J1,<strong>Type</strong><span>Single Family,null,1st,,
,Link 156,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=360000&maximum_price=362000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3435715-328-watt-bv-sw-edmonton-alberta/,"$360,875",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,489",<strong>Year Built</strong><span>2015,<strong>Parking Spaces</strong><span>2,328 Watt Bv Sw,Walker,T6N 1J5,<strong>Type</strong><span>Single Family,null,null,,
,Link 156,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=360000&maximum_price=362000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3432547-13531-123-st-edmonton-alberta/,"$360,000",<strong>Bedrooms</strong><span>4,2,"<strong>Square Footage</strong><span>1,001",<strong>Year Built</strong><span>1959,<strong>Parking Spaces</strong><span>4,13531 123 St,KENSINGTON,T5L 0K4,<strong>Type</strong><span>Single Family,null,null,,
,Link 156,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=360000&maximum_price=362000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3396226-605-11425-105-av-edmonton-alberta/,"$361,000",<strong>Bedrooms</strong><span>1,2,<strong>Square Footage</strong><span>990,<strong>Year Built</strong><span>2009,<strong>Parking Spaces</strong><span>2,# 605 11425 105 Av,Queen Mary Park,T5H 3Y3,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$430,2nd,,
,Link 157,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=362000&maximum_price=364000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3435797-1122-177a-st-sw-edmonton-alberta/,"$363,800",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,400",<strong>Year Built</strong><span>2013,<strong>Parking Spaces</strong><span>2,1122 177a St Sw,WINDERMERE,T6W 2A1,<strong>Type</strong><span>Single Family,null,null,,
,Link 157,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=362000&maximum_price=364000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3427946-9046-rosenthal-li-edmonton-alberta/,"$363,000",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,318",<strong>Year Built</strong><span>2015,null,9046 Rosenthal Li,Rosenthal,T5T 5X9,<strong>Type</strong><span>Single Family,null,null,,
,Link 157,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=362000&maximum_price=364000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3434342-312-2045-grantham-co-nw-edmonton-alberta/,"$362,500",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,144",<strong>Year Built</strong><span>2014,null,# 312 2045 Grantham Co Nw,Glastonbury,T5T 3X6,<strong>Type</strong><span>Condo / Townhouse,null,null,,
,Link 157,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=362000&maximum_price=364000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3429991-12143-123-st-edmonton-alberta/,"$363,900",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,343",<strong>Year Built</strong><span>2015,null,12143 123 St,PRINCE CHARLES,T5L 0H4,<strong>Type</strong><span>Single Family,null,null,,
,Link 157,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=362000&maximum_price=364000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3431572-602-10303-111-st-edmonton-alberta/,"$363,800",<strong>Bedrooms</strong><span>2,1,<strong>Square Footage</strong><span>826,<strong>Year Built</strong><span>2008,<strong>Parking Spaces</strong><span>1,# 602 10303 111 St,DOWNTOWN,T5K 0C6,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$354,null,,
,Link 157,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=362000&maximum_price=364000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3422162-207-10024-jasper-av-edmonton-alberta/,"$362,000",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,044",<strong>Year Built</strong><span>1998,null,# 207 10024 Jasper Av,DOWNTOWN,T5J 1R9,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$691,null,,
