REAL_ESTATE_ADDRESS,REAL_ESTATE_ID,PA_SUITE,PA_HOUSE_NUMBER,PA_STREET_NAME,PA_ASSESSED_VALUE,PA_ACCOUNT_NUMBER,PA_LATITUDE,PA_LONGITUDE,Acres,Latitude,Longitude,Bathrooms,Bedrooms,Beds Above Grade,Condo Fee,Construction – Wood Frame,Construction – Concrete,Construction – Concrete Block,Construction – Insulated Concrete,Construction – Modular,Construction – Prefab,Construction – Steel Frame,Ensuite,Exposure – North,Exposure – Northwest,Exposure – West,Exposure – Southwest,Exposure – South,Exposure – Southeast,Exposure – East,Exposure – Northeast,Fireplace,Foundation – Concrete,Foundation – Block,Foundation – Brick/Stone/Block,Foundation – Concrete Slab,Foundation – Grade Beam,Foundation – Piling,Foundation – Preserved Wood,Foundation – Other or NaN,Full Baths,HOA Fees,HOA Fees Freq.,Half Baths,Has Basement,Has Pool,Heating – Forced Air-1,Heating – Forced Air-2,Heating – Baseboard,Heating – Fan Coil,Heating – Gravity,Heating – Heat Pump,Heating – Hot Water,Heating – In Floor Heat System,Heating – Other and NaN,Is Waterfront,Parking Spaces,Roof – Asphalt Shingles,Roof – Cedar Shakes,Roof – Clay Tile,Roof – Concrete Tiles,Roof – EPDM Membrane,Roof – Fiberglass,Roof – Metal,Roof – Pine Shakes,Roof – Roll Roofing,Roof – Tar & Gravel,Roof – Vinyl Shingles,Roof – Wood Shingles,Roof – Other or NaN,Square Footage,Style - 1 and Half Storey,Style - 2 and Half Storey,Style - 2 Storey,Style - 2 Storey Split,Style - 3 Level Split,Style - 3 Storey,Style - 4 Level Split,Style - 5 Level Split,Style - Back Split,Style – Bi-Level,Style – Bungalow,Style - Bungalow Semi,Style - Hillside Bungalow,Style – Loft,Style - Modular Home,Style - Multi Level Apartment,Style – NaN,Style - Not Applicable,Style – Penthouse,Style - Raised Bungalow,Style - Single Level Apartment,Style - Studio Suite,Sub-Type – 4Plex,Sub-Type - Apartment High Rise,Sub-Type – Carriage,Sub-Type - Detached Condominium,Sub-Type - Duplex Side By Side,Sub-Type - Duplex Up And Down,Sub-Type - Half Duplex,Sub-Type - Lowrise Apartment,Sub-Type - Residential Attached,Sub-Type - Residential Detached Single Family,Sub-Type - Single Wide,Sub-Type - Stacked Townhouse,Sub-Type – Townhouse,Sub-Type – Tri-Plex,Sub-Type - Vacant Lot,Type – Condo/Townhouse,Type – Single Family,Year Built,Price,Police_Station,Catholic_School,Public_School,Bus_Stop,Playground,Public_Library,Recreation_Centre,Fire_Station
413 5520 riverbend ROAD nw,2835,413,5520,RIVERBEND ROAD NW,189500,7953060,53.49289148,-113.5792677,0.04,53.492919,-113.5791943,2,2,2,655,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1976,179900,8124,607,163,60,61,3592,3401,4033
171 4823 104a STREET,2836,171,4823,104A STREET NW,181500,10068892,53.48663815,-113.4976935,0.02,53.4857528,-113.4989346,1,1,1,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,NaN,NaN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2005,179900,3894,2330,1145,296,858,1772,3055,1784
202 5730 riverbend ROAD,2837,202,5730,RIVERBEND ROAD NW,134500,4122693,53.49478089,-113.5793498,0.04,53.494635,-113.579542,1,2,2,337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,NaN,NaN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1973,173500,8343,826,200,69,158,3811,3620,4252
4 5635 105 STREET,2838,4,5635,105 STREET NW,144500,3192671,53.49370693,-113.4994124,0.03,53.493886,-113.5003768,1,2,2,201,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,NaN,NaN,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1963,155900,3078,2103,566,89,262,2753,2168,2213
62 5611 105 STREET,2839,62,5611,105 STREET NW,145500,3193323,53.49370693,-113.4994124,0.03,53.4934519,-113.5003612,1,2,2,198,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NaN,NaN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1963,147000,3078,2103,566,89,262,2753,2168,2213
30 10910 53 AVENUE,2840,30,10910,53 AVENUE NW,128500,10087830,53.49081763,-113.5130195,0.02,53.490599,-113.512891,1,1,1,260,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NaN,NaN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1968,134888,4926,859,633,354,584,1998,2525,2794
52 5615 105 STREET,2841,52,5615,105 STREET NW,156000,3193042,53.49370693,-113.4994124,0.03,53.4935243,-113.5003644,1,2,2,199,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,NaN,NaN,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1963,124900,3078,2103,566,89,262,2753,2168,2213
6 10910 53 AVENUE,2842,6,10910,53 AVENUE NW,115000,10087807,53.49081763,-113.5130195,0.02,53.490599,-113.512891,1,1,1,260,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NaN,NaN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1968,124888,4926,859,633,354,584,1998,2525,2794
22 westbrook DRIVE,2843,,22,WESTBROOK DRIVE NW,1852000,7861545,53.46369967,-113.5440119,0.51,53.463808,-113.543857,5,4,3,NaN,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,NaN,NaN,1,1,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,4439,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,3695000,9335,1710,1541,422,1269,4721,3401,2169
1032 119 STREET,2844,,1032,119 STREET NW,1042000,9971134,53.44116558,-113.5413064,0,53.441167,-113.541315,3,4,1,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2004,1298800,6615,4460,1985,1911,1782,6989,3510,4463
1232 119 STREET,2845,,1232,119 STREET NW,1087500,9971110,53.44505929,-113.5420126,0.18,53.4451727,-113.5407141,4,4,1,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2436,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2004,1199800,7077,4922,1870,1795,1666,7451,3972,4925
19 westbrook DRIVE,2846,,19,WESTBROOK DRIVE NW,853000,7860224,53.46211366,-113.5434341,0.45,53.461991,-113.54344,3,3,2,NaN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1972,1199000,9246,1620,1451,332,1179,4632,3312,2079
1138 119 STREET,2847,,1138,119 STREET NW,1258000,9971123,53.44291831,-113.5414182,0.23,53.4430856,-113.5406946,4,6,3,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2291,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2004,1195000,6805,4650,2022,1947,1819,7179,3701,4653
603 twin brooks BEND,2848,,603,TWIN BROOKS BEND NW,1053500,9945497,53.44873775,-113.5323797,0.28,53.4486021,-113.532806,4,3,1,NaN,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,NaN,NaN,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1997,1098800,7942,3907,1244,1170,1041,6436,2958,3910
327 twin brooks DRIVE,2849,,327,TWIN BROOKS DRIVE NW,1057000,4089918,53.44498354,-113.5220981,0.24,53.444861,-113.52219,4,5,4,NaN,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1990,999000,8370,2710,507,457,422,5239,1760,2713
123 fairway DRIVE,2850,,123,FAIRWAY DRIVE NW,722500,7865694,53.46837347,-113.5478285,0.22,53.4683867,-113.5479988,3,4,3,NaN,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1969,845000,10054,2538,1282,1250,1446,5550,3534,2150
76 fairway DRIVE,2851,,76,FAIRWAY DRIVE NW,678000,7863087,53.47328525,-113.5510381,0.27,53.473342,-113.55109,4,4,4,NaN,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1970,839000,9307,2001,535,922,700,3937,2788,1404
539 twin brooks BAY,2852,,539,TWIN BROOKS BAY NW,751000,3895208,53.44300908,-113.53238,0.14,53.4430431,-113.5325776,3,5,3,NaN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,NaN,NaN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1994,829900,7770,3482,819,745,616,6011,2533,3485
1333 119b STREET,2853,,1333,119B STREET NW,669000,9971093,53.44617277,-113.5429769,0.16,53.4461609,-113.5431208,3,3,2,NaN,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,840,Semi-Annually,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1853,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2000,747500,7209,5053,2001,1927,1798,7583,4104,5056
11125 20 AVENUE,2854,,11125,20 AVENUE NW,363000,7288012,53.45077146,-113.5189505,0.12,53.450707,-113.518948,3,3,3,NaN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1446,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1979,729900,7712,1120,1519,337,545,4590,1112,2064
11203 23b AVENUE,2855,,11203,23B AVENUE NW,550000,7066400,53.45520383,-113.5217384,0.15,53.4553006,-113.5218027,4,4,4,NaN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,NaN,NaN,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1981,699900,8572,558,1219,643,461,3836,2604,2925
12515 39a AVENUE,2856,,12515,39A AVENUE NW,591500,7867351,53.47476485,-113.54902,0,53.4750338,-113.5487126,3,5,3,NaN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1515,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1965,698800,8810,1516,641,526,424,3451,2302,907
818 twin brooks CLOSE nw,2857,,818,TWIN BROOKS CLOSE NW,658000,9958822,53.4477568,-113.5412762,0.18,53.4478099,-113.5410856,3,3,3,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1998,697888,7602,4216,1553,1479,1350,6745,3267,4219
11551 14 AVENUE nw,2858,,11551,14 AVENUE NW,621500,9941479,53.44629769,-113.534599,0,53.446294,-113.534598,4,6,4,NaN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1997,689900,7928,3664,1001,927,798,6193,2715,3667
3237 104a STREET,2859,,3237,104A STREET NW,670500,7023435,53.46696584,-113.5001283,0.16,53.46709,-113.5005075,4,5,5,NaN,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1976,689500,6688,1898,598,435,475,2057,3392,1829
1107 116 STREET nw,2860,,1107,116 STREET NW,644500,3895299,53.44182977,-113.5341373,0.14,53.4419291,-113.5342994,4,5,4,NaN,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1993,660000,7082,3768,1105,1031,902,6298,2819,3771
306 twin brooks DRIVE,2861,,306,TWIN BROOKS DRIVE NW,577500,4089496,53.44333514,-113.5216779,0.15,53.4432523,-113.5212419,3,4,4,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2482,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1991,649900,8193,2532,329,279,395,5061,1583,2535
12419 29a AVENUE,2862,,12419,29A AVENUE NW,722500,7087521,53.4601301,-113.5434656,0,53.4607216,-113.5438792,3,2,2,NaN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2394,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1985,639900,9331,1762,1575,1067,945,5406,3592,2853
11563 13 AVENUE,2863,,11563,13 AVENUE NW,539000,4310959,53.44553238,-113.5342175,0.12,53.445535,-113.534219,4,3,3,NaN,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1997,618800,8005,3566,903,828,699,6095,2616,3569
11207 12 AVENUE,2864,,11207,12 AVENUE NW,650500,3731742,53.4426138,-113.5221877,0.16,53.442687,-113.522305,3,4,2,NaN,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1991,605000,8288,2627,240,190,306,5156,1678,2630
706 2612 109 STREET,2865,706,2612,109 STREET NW,511000,10177877,53.45736456,-113.5106606,0,53.4563696,-113.5101178,2,2,2,665,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,599000,6615,1830,1526,103,462,4337,1592,927
11208 36 AVENUE nw,2866,,11208,36 AVENUE NW,460000,7904642,53.47014909,-113.52095,0.15,53.470197,-113.520956,3,4,3,NaN,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1966,598800,7512,1005,899,657,473,2386,1643,1910
11251 11 AVENUE nw,2867,,11251,11 AVENUE NW,577500,4092268,53.4415003,-113.5229474,0.24,53.4416017,-113.5231018,4,4,3,NaN,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1992,596700,8362,2954,1149,259,374,5483,2005,2957
11715 32a AVENUE,2868,,11715,32A AVENUE NW,473500,7056468,53.46475058,-113.5363005,0.18,53.4649925,-113.5363751,3,4,3,NaN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1564,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1975,575000,9447,1503,641,464,586,4141,2821,1589
100 ironwood PLACE,2869,,100,IRONWOOD PLACE NW,16000,4045142,53.47222366,-113.5406665,0.16,53.471721,-113.540699,3,2,2,NaN,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,150,Monthly,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1508,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1988,569750,8670,1364,201,201,428,3300,2151,767
506 2606 109 STREET nw,2870,506,2606,109 STREET NW,492500,10177955,53.45736456,-113.5106606,0.02,53.4569222,-113.510864,2,2,2,686,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,NaN,NaN,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,569500,6615,1830,1526,103,462,4337,1592,927
1107 111a STREET,2871,,1107,111A STREET NW,565500,4083606,53.44132669,-113.5188689,0.23,53.4413822,-113.5190085,4,4,4,NaN,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1990,565000,8417,2757,575,525,640,5286,1807,2760
4216 123 STREET,2872,,4216,123 STREET NW,555000,7870744,53.4783365,-113.548935,0.16,53.4784159,-113.5488237,3,4,4,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1965,559000,9233,1938,1064,948,846,3874,2725,1330
11220 23a AVENUE nw,2873,,11220,23A AVENUE NW,474500,7066483,53.45490147,-113.5225292,0.14,53.4546918,-113.522588,4,4,3,NaN,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1980,550000,8700,685,1347,771,588,3963,2731,3053
1104 116a STREET nw,2874,,1104,116A STREET NW,500000,3942695,53.44402992,-113.5360713,0.12,53.4440206,-113.5356753,3,3,3,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1995,529700,7311,3597,934,860,731,6126,2648,3600
4028 aspen DRIVE,2875,,4028,ASPEN DRIVE EAST NW,529000,7874613,53.47760902,-113.5401969,0.14,53.47758,-113.5400456,3,5,3,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1965,525000,8359,1064,190,211,270,3000,1851,456
2819 117 STREET,2876,,2819,117 STREET NW,505500,7083926,53.46093752,-113.5338125,0,53.4608597,-113.5339439,4,7,5,NaN,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1976,524888,8949,850,663,176,571,4996,2781,2444
